number,name,university
36125181,הנדסת שימושי לייזרים,BGU
36125351,אופטיקה משולבת ושמושיה בתקשורת,BGU
36125461,תורת הגילוי,BGU
36125561,איפיון ערוצי תקשורת סולולריים,BGU
36125671,הצפנה יישומית,BGU
36125721,תקשורת ניידת,BGU
36125741,רכיבי מיקרוגל אקטיביים ופסיביים,BGU
36125891,שיטות מתמטיות בתקשורת,BGU
36125981,קודים אקראיים בתקשורת,BGU
36126011,תהליכים אקראיים,BGU
36126111,תקשורת ספרתית מתקדמת 1,BGU
36126221,עקרונות זיהוי דיבור,BGU
36126241,שיטות שערוך,BGU
36126251,תורת הקידוד,BGU
36126271,נושאים נבחרים בתהליכים אקראיים,BGU
36126291,נושאים נבחרים בעבוד ספרתי של תמונות,BGU
36126341,שיטות שיערוך בתקשורת,BGU
36126381,תורת המידע,BGU
36126451,מבוא לתורת השערוך,BGU
36211011,גרפיקה הנדסית,BGU
36211041,גרפיקה הנדסית לכימית וחומרים,BGU
36211061,סטטיקה,BGU
36211071,גרפיקה הנדסית 1 להנדסת תעו\'נ,BGU
36211091,מערכות מיחשוב למהנדסים 1,BGU
36211101,שרטוט להנדסת חומרים,BGU
36211111,"מבוא להנדסת מכונות לתעו\""נ",BGU
36211163,מבוא להנדסת מכונות,BGU
36212011,חוזק חומרים,BGU
36212023,הכרת המחשב האישי ושימושיו,BGU
36212071,חלקי מכונות,BGU
36212111,חוזק חומרים 1,BGU
36212121,חוזק חומרים,BGU
36212131,תרמודינמיקה 1,BGU
36212141,עיבוד שבבי,BGU
36212151,מיכשור ומדידות,BGU
36212161,טכנולוגיות הייצור,BGU
36212173,סדנא לתוכנות מחשב הנדסיות,BGU
36212181,תכונות מכניות של חומרים,BGU
36212191,מבוא להנדסת חשמל למהנדסי מכונות,BGU
36212201,מערכות מיחשוב למהנדסים 2,BGU
36212211,חוזק חומרים 2,BGU
36212221,דינמיקה,BGU
36212231,תרמודינמיקה 2,BGU
36212241,תרמודינמיקה,BGU
36212242,תיכון מכונות,BGU
36212311,תורת הזרימה 1,BGU
36212331,תורת הזרימה,BGU
36213011,(מעבר חום וחומר (להנדסת חומרים,BGU
36213031,מכניקת הרצף,BGU
36213051,מכניקה טכנית להנדסה כימית,BGU
36213061,שיטות סטטיסטיות בהנדסה,BGU
36213111,מבוא לתורת האלסטיות,BGU
36213231,מעבר חום 1,BGU
36213241,מעבר חום 2,BGU
36213261,מעבר חום,BGU
36213321,תורת המכונות 1,BGU
36213331,תיכון מכונות 1,BGU
36213341,שיטות נומריות בהנדסה,BGU
36213351,תורת המכונות 2,BGU
36213401,מערכות לינאריות,BGU
36213411,תורת הזרימה 2,BGU
36213421,מבוא לבקרה,BGU
36213431,תיכון מכונות 2,BGU
36213441,בקרה,BGU
36213471,מערכות בקרה,BGU
36213601,מבוא לעבוד שבבי,BGU
36213621,מבוא לאנטומיה ופיסיולוגיה,BGU
36214051,מערכות ייצור ממוחשבות,BGU
36214061,פטנטים מדגמים ועוד,BGU
36214071,מכניקה של חומרים מרוכבים,BGU
36214111,מבוא לטכנולוגייה של חלקיקים ואבקות,BGU
36214121,בקרה ספרתית,BGU
36214131,אחזקת מתקנים תעשייתים,BGU
36214141,מערכות שינוע תעשיתיות,BGU
36214181,מכניקת רובוטים תעשייתית 1,BGU
36214191,מכניקת רובוטים תעשייתית 2,BGU
36214201,המיקרו-מחשב במערכות מכניות,BGU
36214231,קינטיקה ודינמיקה של רובוטים,BGU
36214291,דינמיקת כלי רכב,BGU
36214331,שיטות אינטלגנציה מלאכותית בהנדסה,BGU
36214341,יסודות תורת השרפה,BGU
36214371,"מבוא לתיב\""ם",BGU
36214381,3 תורת הזרימה,BGU
36214422,מבוא למערכות אלקטרו מכאניות זעירות,BGU
36214432,מבוא לתכנון מכנו אופטי,BGU
36214451,מכניקת זורמים שימושית,BGU
36214461,תרמודינמיקה של מערכות כח וחום 1,BGU
36214501,בקרת מערכות רובוטיות,BGU
36214521,בקרה תעשייתית 1,BGU
36214541,מיזוג אויר וקרור 1,BGU
36214551,מנוע שריפה,BGU
36214621,בקרה תעשייתית ואוטומציה,BGU
36214641,תורת חוזק מתקדמת,BGU
36214651,הנעה סילונית,BGU
36214691,תיכון מכונות מתקדם,BGU
36214701,תיכון טרמי,BGU
36214741,ביומכניקה,BGU
36214791,תורת התנודות,BGU
36214861,אנרגיה סולארית,BGU
36214871,שיטות סטטיסטיות למהנדסים,BGU
36214911,מיזוג אויר וקרור 2,BGU
36214913,עיבוד שבבי מדוייק,BGU
36214941,תרמודינמיקה של מער\' כוח וחום,BGU
36214951,מקורות אנרגיה לא קונבנציונליים,BGU
36214991,מכטרוניקה,BGU
36215031,מבוא להנדסת ריתוך,BGU
36215271,ניתוח תרמי של מערכות אלקטרוניות,BGU
36215461,מודלים של זרימה ותופעות מעבר במערכות ביורפואיות 1,BGU
36215521,מבוא לתורת הקליפות והלוחות,BGU
36215811,טריבולוגיה,BGU
36216051,דינמיקת מיבנים,BGU
36225234,מבוא לאסטרונאוטיקה למהנדסים,BGU
36225271,תיכון טרמי של מער\' אלק,BGU
36225281,דינמיקת גזים בלתי תמידית,BGU
36225292,מבוא לזרימה אטמוספרית למהנדסים,BGU
36225491,חומרים אנרגטיים נפיצים,BGU
36225521,תורת הלוחות והקליפות,BGU
36225721,מבוא לאנליזות אלמנט,BGU
36225811,טריבולוגיה,BGU
36225921,הנדסה ביורפואית,BGU
36226061,אלסטיות 1,BGU
36226081,מכניקה של גופים לא אלסטיים,BGU
36226091,שיטות אנליטיות בהנדסת מכונות 1,BGU
36226101,שיטות אנליטיות בהנדסת מכונות 2,BGU
36226231,מודלים מתקדמים ביצור,BGU
36226251,מעבר חום - הולכה,BGU
36226321,שיטות נומריות מתקדמות,BGU
36226411,זרימה צמיגה,BGU
36226781,מכניקת השבר,BGU
36226831,זרימה טורבולנטית,BGU
36226836,תופעות מעבר בזרימות הנדסיות ובטבע,BGU
36311011,מבוא להנדסה כימית 1,BGU
36311021,מבוא להנדסה כימית 2,BGU
36312011,עקרונות בהנדסה כימית 1,BGU
36312021,עקרונות בהנדסה כימית 2,BGU
36312041,עקרונות פיסיקליים בהנדסה כימית,BGU
36312051,התא,BGU
36313011,3 עקרונות בהנדסה כימית,BGU
36313023,מעבדה להנדסה כימית 1,BGU
36313033,מעבדה להנדסה כימית 2,BGU
36313041,4 עקרונות בהנדסה כימית,BGU
36313051,תרמודינמיקה 1,BGU
36313061,תרמודינמיקה 2,BGU
36313091,מבוא לזיהום סביבתי,BGU
36313101,עקרונות כלליים של הנדסה,BGU
36313161,מבוא לחומרים,BGU
36313201,חומרים מוליכים למחצה מבנה ותכונות,BGU
36313221,מבנה ותכונות של חומרים מתקדמים,BGU
36313231,תכנון וניתוח ריאקטורים,BGU
36313241,תהליכי ייצור במיקרואלקטרוניקה,BGU
36313251,קטליזה הטרוגנית בתגובות כימיות,BGU
36313261,גיבוש מתמיסות,BGU
36313271,ננו-מבנים בחומרים רכים,BGU
36313281,טכנולוגיה של שכבות דקות,BGU
36313301,ניהול מערכות סביבתיות (EMS) בתעשייה,BGU
36313311,בחירת חומרי מבנה לתעשיה כימית,BGU
36313331,שיטות סטטיסטיות להנדסה כימית,BGU
36313351,המרת אנרגיה אלקטרוכימית,BGU
36313361,קטליזה הטרוגנית במערכות ייצור אנרגיה ודלקים,BGU
36313391,"נפט, דלקים וגז",BGU
36313401,טכנולוגיות עיבוד חלקיקי מוצקים ואבקות,BGU
36313411,מבוא לחישובים להנדסה כימית,BGU
36313441,עקרונות תהליכי בעירה,BGU
36314011,דינמיקה ובקרה,BGU
36314061,תיכנון תהליכים ופרויקט,BGU
36314081,תהליכי הפרדה,BGU
36314201,תיכנון ראקטורים 1,BGU
36314341,הערכת תכונות של גזים ונוזלים,BGU
36314421,תכנון ונתוח ראקטורים 2,BGU
36314471,עקרונות בהנדסה אלקטרוכימית,BGU
36314501,מבוא לביוטכנולוגיה,BGU
36314551,קינטיקה שימושית,BGU
36314561,מבוא לתורת הפולימרים,BGU
36314621,היבטים פיזיקליים,BGU
36325111,שיטות מתמט.אנליטיות בהנ.כימית,BGU
36325401,"חומרי \""נאנו\"": הכנה, תכונות ושימושים",BGU
36325471,ניתוח נתונים ותכנון ניסויים בהנדסה כימית,BGU
36411011,מבוא להנדסת תעשיה וניהול,BGU
36411041,מבוא להסתברות,BGU
36411061,מודלים ברגרסיה לינארית,BGU
36411071,תכנון ניסויים וניתוח שונות,BGU
36411091,בקרת איכות והנדסת אמינות,BGU
36411101,סטטיסטיקה בניהול,BGU
36411111,חקר ביצועים בניהול,BGU
36411131,ניהול מלאי,BGU
36411151,הנדסת איכות תוכנה,BGU
36411161,איחזור מידע וספריות דיגיטליות,BGU
36411171,ארכיטקטורת מידע בארגון BI,BGU
36411181,מערכות אוטונומיות,BGU
36411191,עקרונות עיצוב תכנה,BGU
36411211,מבוא להנ\' מכונות ותהליכי ייצור,BGU
36411221,מערכות הפעלה לייצור,BGU
36411231,חקר עבודה,BGU
36411241,ניהול התפעול והייצור,BGU
36411251,ניהול פרוייקטים,BGU
36411261,הנדסת מערכות שרות,BGU
36411281,חקר עבודה והבטים יישומיים,BGU
36411291,אמידה ובדיקת השערות,BGU
36411311,ארגונומיה 2,BGU
36411321,מערך ומיקום מפעלים,BGU
36411331,ניהול התפעול,BGU
36411332,ניהול התפעול,BGU
36411341,מבוא למערכות מידע לניהול,BGU
36411361,שיטות אופטימיזציה,BGU
36411381,בניית מערכות דינאמיות באינטרנט,BGU
36411401,מבוא לרשתות תקשורת,BGU
36411411,ניתוח ועיצוב מערכות מידע 1,BGU
36411421,ניתוח ועיצוב מערכות מידע 2,BGU
36411441,הנדסת איכות ואמינות,BGU
36411461,מודלים בקבלת החלטות,BGU
36411471,מבוא לאלגוריתמים ואפרוקסימציה,BGU
36411491,הצגת מידע וקבלת החלטות,BGU
36411511,אחזקה ואמינות,BGU
36411531,הנדסת אנוש של מוצרי צריכה,BGU
36411541,רשתות תקשורת לייצור,BGU
36411571,נושאים נבחרים בססטטיסטיקה,BGU
36411631,תחזוקה מערכתית,BGU
36411651,ניהול טכנולוגיות מידע,BGU
36411661,"מודלים בחקב\""צ באמצעות Excel",BGU
36411671,ארגונומיה בתקשורת,BGU
36411681,מבוא לתורת ההשקעות והערכות שווי,BGU
36411711,יסודות ממשק אדם-מחשב,BGU
36411771,מערכות מידע בשרשראות אספקה,BGU
36411801,ניתוח מערכות מידע למהנדסים,BGU
36411811,בינה מלאכותית,BGU
36411841,טכנולוגיות מידע - חומרה ותוכנה,BGU
36411851,שיטות סטטיסטיות להנדסה כימית,BGU
36411861,מערכות מידע לאירגוני ייצור ושירות,BGU
36411901,בסיסי נתונים,BGU
36411911,כלכלה וניהול מערכות מידע,BGU
36411931,עסק/סחר אלקטרוני,BGU
36411941,חקר ביצועים להנדסת תוכנה,BGU
36412011,סטטיסטיקה תעשייתית 1,BGU
36412021,סטטיסטיקה תעשייתית 2,BGU
36412031,"חשבונאות ניהולית תעו\""נ",BGU
36412041,גרפיקה הנדסית וממוחשבת,BGU
36412081,תמחיר ובקרה ניהולית,BGU
36413011,חקר עבודה 1,BGU
36413021,חקר עבודה 2,BGU
36413031,תיכנון ופיקוח על היצור 1,BGU
36413041,תיכנון ופיקוח על היצור 2,BGU
36413051,חקר ביצועים 1,BGU
36413052,חקר ביצועים,BGU
36413061,חקר ביצועים 2,BGU
36413071,יסודות מערך ותעבורה,BGU
36413081,מדעי ההתנהגות במינהל,BGU
36413091,סימולציה סיפרתית,BGU
36413111,כלכלה הנדסית וניתוח החלטות,BGU
36413131,מבוא לתכנות,BGU
36413141,סימולציה ספרתית,BGU
36413191,הנדסת מערכות,BGU
36413201,חקר ביצועים,BGU
36413211,מודלים חישוביים ואלגוריתמים,BGU
36413231,סטטיסטיקה למהנדסים,BGU
36413271,עקרונות בסיסי נתונים,BGU
36413308,יישומי חקר ביצועים בתעשיה,BGU
36413310,ניתוח מערכות וחקר ביצועים להנדסת בניין,BGU
36413321,אוטומציה,BGU
36413351,"שימושי סטטיסטיקה בתעו\""נ",BGU
36413391,נושאים מתקדמים בניהול נתונים,BGU
36413811,כלכלה הנדסית,BGU
36413821,יסודות הנדסת תעשיה,BGU
36413831,הנדסת בטיחות בתעשיה הכימית,BGU
36413881,יסודות ניהול יצור,BGU
36413891,יסודות ניהול שיווק,BGU
36414001,ניהול פיננסי,BGU
36414031,"שימושי מחשב בתעו\""נ",BGU
36414041,מבנה כלכלי תעשיתי של ישראל,BGU
36414051,אירגון מפעלים וניהול תעשיתי,BGU
36414081,שימושי מיקרו מחשב בניהול,BGU
36414131,רובוטיקה במערכות יצור,BGU
36414141,יסודות מערכות מידע,BGU
36414151,אירגון ועיבוד קבצים,BGU
36414161,שיטות כמותיות 2,BGU
36414171,3 שיטות כמותיות,BGU
36414191,ניהול הייצור והתפעול לניהול תעשייתי,BGU
36414201,(מתמטיקה (לשוטרים,BGU
36414202,שיטות כמותיות לניהול תעשייתי,BGU
36414211,יסודות המימון,BGU
36414221,מבוא למחשבים ועבוד נתונים,BGU
36414241,מבוא לקבלת החלטות,BGU
36414311,ארגונומיה 1,BGU
36414321,ניהול שיווק,BGU
36414341,ניהול כוח אדם ויחסי עבודה,BGU
36414361,מבוא לבינה מלאכותית,BGU
36414501,ישומים של חקר ביצועים בהנד סביבתית,BGU
36414871,חקר ביצועים צבאי,BGU
36415001,אבטחת מידע,BGU
36421011,זימון וסיבוכיות חישוב,BGU
36421081,סטטיסטיקה בניהול,BGU
36421101,נושאים מתקדמים בהנדסת איכות,BGU
36421131,תורת המשחקים,BGU
36421211,הנדסת אמינות,BGU
36421221,אופטימיזציה ובקרה דינמית,BGU
36421421,חשיבה אסטרטגית,BGU
36421521,אמינות סטטיסטית,BGU
36421541,מודלים לתפעול מערכות,BGU
36421571,אירועים בתעשיה,BGU
36421581,סימולציה,BGU
36421641,מודלים ויישומים בתורת המשחקים,BGU
36421651,מערכות לומדות וכריית נתונים,BGU
36421741,ניהול וחקר ביצועים במערכות משאבי טבע וסביבה,BGU
36421761,מבוא להנדסת גורמי אנוש לניהול תעשייתי,BGU
36421771,אינטליגנציה מלאכותית,BGU
36421781,שיטות חישוביות במערכות נבונות,BGU
36421821,שיטות בתכנון מערכות תחבורה,BGU
36421851,טכנולוגיות מידע לניהול תעשייתי,BGU
36421861,פיתוח ויישום מערכות מידע,BGU
36421871,הסתברות וסטטיסטיקה,BGU
36421941,ניהול קשרי לקוחות ומערכות שירות,BGU
36421971,קבלת החלטות במערכות טכנולוגיות מתקדמות,BGU
36421981,שיטות כמותיות למנהלים,BGU
36422051,חשבונאות ומימון לניהול תעשייתי,BGU
36422061,שיטות כמותיות לניהול תעשייתי,BGU
36422081,תובנה עסקית: מתיאוריה למעשה,BGU
36423004,תמחיר תקציב ובקרה,BGU
36423005,שוק ההון בישראל,BGU
36423007,ניתוח ניירות ערך ושוק ההון,BGU
36423008,ניהול תיקי השקעות וסיכונים פיננסיים,BGU
36425081,"משק בי\""ל",BGU
36425091,נושאים נבחרים בסטטיסטיקה,BGU
36425101,ניהול פיננסי מתקדם,BGU
36425211,בסיסי נתונים,BGU
36425221,חקר ביצועים,BGU
36425241,הבטים כללים של מניעת נזקי תאונות,BGU
36425261,תכנון ופקוח על היצור,BGU
36425331,שיפוט וקבלת החלטות,BGU
36425401,מחקר ופיתוח וחדשנות תעשיתית,BGU
36425431,תהליכים סטוכסטיים,BGU
36425441,שיטות אופטימיזציה,BGU
36425451,תיכנות מתמטי,BGU
36425471,תיכנון ניסויים,BGU
36425481,תורת המלאי,BGU
36425511,יישום רשתות וגרפים,BGU
36425521,יסודות תורת ההחלטות,BGU
36425561,חקר ביצועים בניהול,BGU
36425641,(2 ניהול הייצור(תואר,BGU
36425691,גורמי אנוש בבטיחות בדרכים,BGU
36425721,דיני עבודה ביחסי עבודה,BGU
36425731,חשבונאות ניהולית,BGU
36425781,התנהגות ארגונית וניהול משאבי אנוש,BGU
36425821,הבטים ביומכניים,BGU
36425881,מערכות תקשורת מחשבים לניהול יצור,BGU
36425991,מנהיגות,BGU
36426041,תיכנות מתמטי 1,BGU
36426111,ניהול התפעול והייצור בניהול תעשייתי,BGU
36426211,ישומי מערכות מומחה בהנדסה,BGU
36426291,תיכנון ויצור בעזרת מחשב,BGU
36426321,פיזיולוגיה של העבודה,BGU
36426341,מערכות אדם-מכונה,BGU
36426351,יסודות הרובוטיקה במערכות ייצור,BGU
36426381,ניתוח חוקי השקעה,BGU
36426401,פתרון בעיות יצור באמצעות מחשב,BGU
36426411,תורת התורים,BGU
36426421,אוטומציה,BGU
36426451,תכנות מתמטי,BGU
36426511,שיטות חיזוי,BGU
36426551,(מבוא למערכות מידע (מוסמכים,BGU
36426631,פיתוח וניהול יוזמות בתעשיה,BGU
36426641,חקר שווקים,BGU
36426701,תאוריה סטטיסטית של אמינות,BGU
36426731,ישומי חקר ביצועים בהנדסה,BGU
36426751,ניתוח דוחות כספיים,BGU
36426861,אירגון קבצים ועבודה,BGU
36426881,ניתוח ועיצוב מער\' מידע,BGU
36426891,כלכלה וניהול מערכות מידע,BGU
36426981,מודלים כמותיים במנהל,BGU
36427061,מודלים בניהול ידע,BGU
36427071,שיטות כמותיות בניהול,BGU
36427081,"(סטטיסטיקה(תע\""א",BGU
36427101,שיטות מחקר סטטיסטיות,BGU
36511021,תורת החומרים 1,BGU
36512011,תורת החומרים 2,BGU
36512021,3 חוזק חומרים,BGU
36512111,תרמודינמיקה 1,BGU
36512121,תרמודינמיקה 2,BGU
36512211,תהליכים 1,BGU
36512221,תהליכים 2,BGU
36512541,"מבוא לחומרים תעו\""נ",BGU
36512551,מבוא לחומרים חשמל,BGU
36512611,מבוא לחומרים ותכונות מכניות,BGU
36512621,תהליכי יצור,BGU
36513011,מטלורגיה פיזיקלית 1,BGU
36513021,מטלורגיה פיזיקלית 2,BGU
36513111,תכונות מכניות,BGU
36513121,תכונות מכניות של חומרים 2,BGU
36513131,תכונות חשמליות של מוליכים למחצה,BGU
36513141,תכונות חשמליות של מוליכים למחצה,BGU
36513211,פולימרים,BGU
36513221,חומרים מרוכבים,BGU
36513313,מעבדת חומרים 3,BGU
36513411,יישומי מחשב 1,BGU
36513431,יישומי מחשב 2,BGU
36513471,אפיון חומרים,BGU
36513491,בחירת חומרים,BGU
36513511,מבוא להנדסת חומרים,BGU
36513841,פיסיקה מצב מוצק,BGU
36513842,מעבר חום וחומר,BGU
36514011,ליתוגרפיה ואיכול בטכנולוגיה של התקנים,BGU
36514013,מעבדת חומרים מתקדמת 5,BGU
36514131,טכנולוגיה של מוליכים למחצה,BGU
36514141,התקני מוליכים למחצה,BGU
36514153,מעבדה למוליכים למחצה,BGU
36514231,טכנולוגיה של מוליכים למחצה,BGU
36514271,סימולציות מחשב,BGU
36514281,אמינות ואבטחת איכות,BGU
36514291,טכנולוגיית מגנזיום,BGU
36514343,מעבדה טכנולוגית והתקנים מיקרואלקטרוניים,BGU
36514411,בדיקות אל הרסניות 1,BGU
36514421,חקר כישלונות,BGU
36514441,x-דיפרקצית קרני,BGU
36514451,טכנולוגית שכבות דקות,BGU
36514461,חומרים גרעיניים וניזקי קרינה,BGU
36514471,התמצקות וריתוך,BGU
36514481,תכונות מכניות מתקדמות,BGU
36514491,פני שטח מוצקים וטכנו\' ואקום,BGU
36514611,מבוא למיקרוסקופיה אלקטרונית,BGU
36514731,חומרים בטמפ\' גבוהות,BGU
36514771,התנהגות סביבתית של חומרים,BGU
36514781,תכונות ויסקואלסטיות,BGU
36514791,חומרים קרמיים,BGU
36514811,תכונות פיזיקליות של חומרים 1,BGU
36514841,אופטיקה לחומרים,BGU
36514871,גידול גבישים,BGU
36514891,חומרים אלקטרואופטיים,BGU
36514911,מכניקת השבר,BGU
36514921,טכנולוגית אבקות וסינטור,BGU
36514941,יס\' בתורת טכנו\' ואקום ופני השטח,BGU
36514951,טיפולים טרמיים במתכות,BGU
36514961,גרפיקה ממוחשבת,BGU
36514994,תופעות טרנספורט בחומרים,BGU
36514996,חומרים במבנה ננומטרי ושימושים טכנולוגיים,BGU
36515000,מבוא להנדסת חשמל למהנדסי חומרים,BGU
36526011,תרמודינמיקה של מוצקים,BGU
36526111,מיקרוסקופיה אלקטרונית-קורס מתקדם,BGU
36526121,התמצקות ויציקה - קורס מתקדם,BGU
36526171,קורס מתקדם שכבות דקות,BGU
36526391,תורת הנקעים,BGU
36526451,תופעות משטחי גבול,BGU
36526491,תרמודינמיקה של תמיסות,BGU
36526521,קרמיקה מתקדמת,BGU
36526531,הנדסת פני שטח בטמפרטורות גבוהות,BGU
36526541,מטלורגיה של חומרים מרותכים,BGU
36526561,מדע וטכנולוגית מגנזיום,BGU
36611011,יסודות פיזיקליים בהנ\' גרעינית,BGU
36611021,מבוא למדעי הגרעין,BGU
36611051,הנדסה קרינתית,BGU
36612021,שיטות סטטיסטיות בהנדסה גרעינית,BGU
36612051,תרמודינמיקה למערכות כוח,BGU
36612061,עקרונות כלכליים של יצור חשמל,BGU
36612071,יסודות תורת החומרים למהנדסי גרעין,BGU
36613121,פיזיקה מתקדמת להנדסה,BGU
36613321,תורת הכורים הגרעיניים 1,BGU
36613351,תורת הכורים הגרעיניים 2,BGU
36613371,יסודות אנרגיה גרעינית,BGU
36613383,בטיחות בקרינה,BGU
36613441,תחנות כוח גרעיניות,BGU
36614031,מיגון בפני קרינה,BGU
36614041,רדיוכימיה,BGU
36614071,מכשירי הקרנה גרעיניים 1,BGU
36614101,תורת הרגישות,BGU
36614121,קרינה ואיזוטופים,BGU
36614141,דוזימטריה,BGU
36614211,היבטים יישומיים בבטיחות קרינה מייננת,BGU
36614221,ביוכימיה בסיסית,BGU
36614341,אינטראקציה של קרינה,BGU
36614391,מיכשור גרעיני,BGU
36614441,דינמיקה ובקרה של כורים,BGU
36614481,תהליכים אקראים בהנדסה גרעינית,BGU
36614501,הנדסת תוכנה מתקדמת,BGU
36614551,הנדסת תוכנה,BGU
36614591,יסודות פיזיקליים ברדיותרפיה 1,BGU
36614621,הנדסת אמינות,BGU
36614741,הערכת חשיפות בני אדם לקרינה מייננת,BGU
36614811,ישומים גרעיניים באונקולוגיה,BGU
36620101,טכנולוגיה ומדעי גרעין,BGU
36620105,פיזיקה של כורים גרעיניים,BGU
36625331,תחנות כוח גרעיניות,BGU
36625341,תחנות כוח גרעיניות 2,BGU
36626021,תורת הטרנספורט של הנוירונים,BGU
36626261,מאיצים רפואיים,BGU
36626301,נושאים נבחרים בהנדסת אנרגיה וסביבה,BGU
36626431,קרינות ברפואה וביולוגיה,BGU
36711011,ביולוגיה של התא,BGU
36711021,כימיה אורגנית,BGU
36711033,מבוא למעבדה בכימיה,BGU
36711051,מבוא להנדסת חשמל 1 להנדסה ביורפואית,BGU
36711531,מבוא לכימיה להנדסה ביורפואית,BGU
36712011,ביוכימיה,BGU
36712021,מבוא להנדסת חשמל 2 להנדסה ביורפואית,BGU
36712023,הכרת המחשב ויישומיו+MATLAB,BGU
36712071,סטטיקה ודינמיקה של מוצקים קשיחים,BGU
36712131,תרמודינמיקה,BGU
36712151,תורת המעגלים החשמליים,BGU
36712171,מבוא להתקני מולכים למחצה ביורפואית,BGU
36712251,הנדסה קרינתית,BGU
36712311,זרימה,BGU
36712323,סדנא בתוכנת Matlab,BGU
36712621,מבוא לאלקטרוניקה,BGU
36713011,שדות אלקטרומגנטיים,BGU
36713131,ביו-חומרים,BGU
36713231,מעבר חום וחומר 1,BGU
36713301,מיכשור רפואי,BGU
36713331,גרפיקה הנדסית וממוחשבת,BGU
36713351,ניתוח הנדסי של מערכות ביולוגיות א\',BGU
36713361,מערכות סיפרתיות,BGU
36713531,חוזק חומרים להנדסה ביורפואית,BGU
36713561,ניתוח הנדסי של מערכות ביולוגיות,BGU
36713581,מבוא לתורת הבקרה,BGU
36713661,מבוא למעגלים אלקטרוניים אנולוגים,BGU
36713731,עיבוד אותות,BGU
36713761,מערכות ספרתיות ומבנה מחשב,BGU
36714241,מבוא לעיבוד אותות,BGU
36714261,עיבוד נתונים ביולוגים,BGU
36714281,עיבוד תמונה,BGU
36714331,מעבר חום וחומר ברפואה 2,BGU
36714651,עיבוד אותות פיזיולוגים,BGU
36714661,עיבוד סיפרתי של אותות,BGU
36714671,מבוא למחשבים,BGU
36714861,פרמקוקינטיקה וביופרמצבטיקה,BGU
36714951,יזמות עסקית ורגולציה בפיתוח מוצרים ביורפואיים,BGU
36714971,מבוא לרובוטיקה ושימושים בהנדסה ביורפואית,BGU
36910021,מבוא לפיסיקה 2 בביוטכנולוגיה,BGU
36911003,מעבדה בביוכימיה לביוטכנולוגיה,BGU
36911012,מבוא להסתברות וסטטיסטיקה לביוטכנולוגיה,BGU
36911013,מבוא לכימיה,BGU
36911041,מאזני חומר ואנרגיה א\',BGU
36911042,מאזני חומר ואנרגיה ב\',BGU
36911081,הדברה ביולוגית של חרקים,BGU
36912011,כימיה כללית א\' לביוטכנולוגיה,BGU
36912021,כימיה כללית ב\' לביוטכנולוגיה,BGU
36912031,עקרונות כימיה אורגנית א\' בביוטכנולוגיה,BGU
36912032,עקרונות כימיה אורגנית לביוטכנולוגיה,BGU
36912041,עקרונות כימיה אורגנית ב\' בביוטכנולוגיה,BGU
36912042,השלמה-כימיה אורגנית ב,BGU
36912051,עקרונות ביוכימיה א\' לביוטכנולוגיה,BGU
36912061,עקרונות ביוכימיה ב\' לביוטכנולוגיה,BGU
36912071,עקרונות כימיה פיזיקלית בביוטכנולוגיה,BGU
36912072,עקרונות כמיה פיזיקאלית ב\' בביוטכנולגיה,BGU
36912081,עקרונות פיסיקו-כימיים בביו-חומרים ובמערכות דומות,BGU
36912121,עקרונות פיסיקה 2 בביוטכנולוגיה,BGU
36912141,עקרונות בביוטכנולוגיה חקלאית,BGU
36912161,"מערכת העצבים המרכזית וההקפית: ביולוגיה קלינית, שיטות מחקר וביוטכנולוגיה",BGU
36913012,התא,BGU
36913013,הצמח,BGU
36913021,מבוא לביוטכנולוגיה ב\',BGU
36913031,גנטיקה לביוטכנולוגיה,BGU
36913041,מיקרוביולוגיה כללית לביוטכנולוגיה,BGU
36913051,חומצות גרעין לביוטכנולוגיה,BGU
36913061,הנדסה גנטית לביוטכנולוגיה,BGU
36913151,פזיולוגיה כללית והיבטים ביוטכנולוגיים,BGU
36913171,גנטיקה קלאסית ומולקולארית,BGU
36914031,עקרונות תרמודינמיקה לביוטכנולוגיה,BGU
36914041,עקרונות זרימה לביוטכנולוגיה,BGU
36914051,עקרונות מעבר חום וחומר לביוטכנולוגיה,BGU
36914052,עקרונות מעבר חומר לביוטכנולוגיה,BGU
36914061,מבוא לחומרים בביוטכנולוגיה,BGU
36914081,ביוראקטורים א\',BGU
36914082,ביוראקטורים ב\',BGU
36914091,סדנא במטלב,BGU
36914161,דינמיקה ובקרה,BGU
36914171,תהליכי הפרדה לביוטכנולוגיה,BGU
36914181,מבוא לפיטוהורמונים בביוטכנולוגיה,BGU
36914241,פולימרים,BGU
36914251,משפט בביוטכנולוגיה,BGU
36915041,ביוטכנולוגיה מיקרוביאלית,BGU
36923191,עקרונות בתכנון מתקן ייצור ביוטכנולוגי,BGU
36925241,מבוא לפולימרים ומקרומולקולות,BGU
36926471,הנדסת רקמות,BGU
37110101,תכן רשתות,BGU
37110121,מבוא לתורת התקשורת,BGU
37110131,מערכות ספרתיות לתקשורת,BGU
37110141,מבוא למחשבים להנדסת תקשורת,BGU
37110181,מבוא לרשתות תקשורת,BGU
37110191,מבוא לתקשורת נתונים,BGU
37110201,ארכיטקטורת רשתות,BGU
37110211,רשתות תקשורת מחשבים 2,BGU
37110221,רשתות טלקומוניקציה,BGU
